Bytes,RankA,RankB
452984832,0,1
452984832,0,2
452984832,0,3
28311552,0,4
28311552,0,5
452984832,0,6
28311552,0,7
28311552,0,8
452984832,0,9
28311552,0,10
28311552,0,11
28311552,0,12
1769472,0,13
1769472,0,14
28311552,0,15
1769472,0,16
1769472,0,17
452984832,0,18
28311552,0,19
28311552,0,20
28311552,0,21
1769472,0,22
1769472,0,23
28311552,0,24
1769472,0,25
1769472,0,26
603979776,0,27
37748736,0,28
37748736,0,29
37748736,0,30
2359296,0,31
2359296,0,32
37748736,0,33
2359296,0,34
2359296,0,35
37748736,0,36
2359296,0,37
2359296,0,38
2359296,0,39
147456,0,40
147456,0,41
2359296,0,42
147456,0,43
147456,0,44
37748736,0,45
2359296,0,46
2359296,0,47
2359296,0,48
147456,0,49
147456,0,50
2359296,0,51
147456,0,52
147456,0,53
603979776,0,81
37748736,0,82
37748736,0,83
37748736,0,84
2359296,0,85
2359296,0,86
37748736,0,87
2359296,0,88
2359296,0,89
37748736,0,90
2359296,0,91
2359296,0,92
2359296,0,93
147456,0,94
147456,0,95
2359296,0,96
147456,0,97
147456,0,98
37748736,0,99
2359296,0,100
2359296,0,101
2359296,0,102
147456,0,103
147456,0,104
2359296,0,105
147456,0,106
147456,0,107
452984832,1,2
28311552,1,3
452984832,1,4
28311552,1,5
28311552,1,6
452984832,1,7
28311552,1,8
28311552,1,9
452984832,1,10
28311552,1,11
1769472,1,12
28311552,1,13
1769472,1,14
1769472,1,15
28311552,1,16
1769472,1,17
28311552,1,18
452984832,1,19
28311552,1,20
1769472,1,21
28311552,1,22
1769472,1,23
1769472,1,24
28311552,1,25
1769472,1,26
37748736,1,27
603979776,1,28
37748736,1,29
2359296,1,30
37748736,1,31
2359296,1,32
2359296,1,33
37748736,1,34
2359296,1,35
2359296,1,36
37748736,1,37
2359296,1,38
147456,1,39
2359296,1,40
147456,1,41
147456,1,42
2359296,1,43
147456,1,44
2359296,1,45
37748736,1,46
2359296,1,47
147456,1,48
2359296,1,49
147456,1,50
147456,1,51
2359296,1,52
147456,1,53
37748736,1,81
603979776,1,82
37748736,1,83
2359296,1,84
37748736,1,85
2359296,1,86
2359296,1,87
37748736,1,88
2359296,1,89
2359296,1,90
37748736,1,91
2359296,1,92
147456,1,93
2359296,1,94
147456,1,95
147456,1,96
2359296,1,97
147456,1,98
2359296,1,99
37748736,1,100
2359296,1,101
147456,1,102
2359296,1,103
147456,1,104
147456,1,105
2359296,1,106
147456,1,107
28311552,2,3
28311552,2,4
452984832,2,5
28311552,2,6
28311552,2,7
452984832,2,8
28311552,2,9
452984832,2,20
1769472,2,21
1769472,2,22
28311552,2,23
1769472,2,24
1769472,2,25
28311552,2,26
37748736,2,27
37748736,2,28
603979776,2,29
2359296,2,30
2359296,2,31
37748736,2,32
2359296,2,33
2359296,2,34
37748736,2,35
2359296,2,36
2359296,2,37
37748736,2,38
147456,2,39
147456,2,40
2359296,2,41
147456,2,42
147456,2,43
2359296,2,44
2359296,2,45
2359296,2,46
37748736,2,47
147456,2,48
147456,2,49
2359296,2,50
147456,2,51
147456,2,52
2359296,2,53
37748736,2,81
37748736,2,82
603979776,2,83
2359296,2,84
2359296,2,85
37748736,2,86
2359296,2,87
2359296,2,88
37748736,2,89
2359296,2,90
2359296,2,91
37748736,2,92
147456,2,93
147456,2,94
2359296,2,95
147456,2,96
147456,2,97
2359296,2,98
2359296,2,99
452984832,3,4
452984832,3,5
452984832,3,6
28311552,3,7
28311552,3,8
28311552,3,9
603979776,3,30
37748736,3,31
37748736,3,32
37748736,3,33
2359296,3,34
2359296,3,35
2359296,3,36
147456,3,37
147456,3,38
37748736,3,39
2359296,3,40
2359296,3,41
2359296,3,42
147456,3,43
147456,3,44
2359296,3,45
147456,3,46
147456,3,47
37748736,3,48
2359296,3,49
2359296,3,50
2359296,3,51
147456,3,52
147456,3,53
37748736,3,81
2359296,3,82
2359296,3,83
603979776,3,84
37748736,3,85
37748736,3,86
37748736,3,87
2359296,3,88
2359296,3,89
2359296,3,90
147456,3,91
147456,3,92
37748736,3,93
2359296,3,94
2359296,3,95
2359296,3,96
147456,3,97
147456,3,98
2359296,3,99
452984832,4,5
28311552,4,6
452984832,4,7
28311552,4,8
1769472,4,9
37748736,4,40
2359296,4,41
147456,4,42
2359296,4,43
147456,4,44
147456,4,45
2359296,4,46
147456,4,47
2359296,4,48
37748736,4,49
2359296,4,50
147456,4,51
2359296,4,52
147456,4,53
2359296,4,81
37748736,4,82
2359296,4,83
37748736,4,84
603979776,4,85
37748736,4,86
2359296,4,87
37748736,4,88
2359296,4,89
147456,4,90
2359296,4,91
147456,4,92
2359296,4,93
37748736,4,94
2359296,4,95
147456,4,96
2359296,4,97
147456,4,98
147456,4,99
28311552,5,6
28311552,5,7
452984832,5,8
1769472,5,9
37748736,5,50
147456,5,51
147456,5,52
2359296,5,53
2359296,5,81
2359296,5,82
37748736,5,83
37748736,5,84
37748736,5,85
603979776,5,86
2359296,5,87
2359296,5,88
37748736,5,89
147456,5,90
147456,5,91
2359296,5,92
2359296,5,93
2359296,5,94
37748736,5,95
147456,5,96
147456,5,97
2359296,5,98
147456,5,99
452984832,6,7
452984832,6,8
28311552,6,9
37748736,6,81
2359296,6,82
2359296,6,83
37748736,6,84
2359296,6,85
2359296,6,86
603979776,6,87
37748736,6,88
37748736,6,89
2359296,6,90
147456,6,91
147456,6,92
2359296,6,93
147456,6,94
147456,6,95
37748736,6,96
2359296,6,97
2359296,6,98
2359296,6,99
452984832,7,8
1769472,7,9
2359296,7,81
37748736,7,82
2359296,7,83
2359296,7,84
37748736,7,85
2359296,7,86
37748736,7,87
603979776,7,88
37748736,7,89
147456,7,90
2359296,7,91
147456,7,92
147456,7,93
2359296,7,94
147456,7,95
2359296,7,96
37748736,7,97
2359296,7,98
147456,7,99
1769472,8,9
2359296,8,81
2359296,8,82
37748736,8,83
2359296,8,84
2359296,8,85
37748736,8,86
37748736,8,87
37748736,8,88
603979776,8,89
147456,8,90
147456,8,91
2359296,8,92
147456,8,93
147456,8,94
2359296,8,95
2359296,8,96
2359296,8,97
37748736,8,98
147456,8,99
603979776,9,90
37748736,9,91
37748736,9,92
37748736,9,93
2359296,9,94
2359296,9,95
37748736,9,96
2359296,9,97
2359296,9,98
37748736,9,99
28311552,10,2
1769472,10,3
28311552,10,4
1769472,10,5
1769472,10,6
28311552,10,7
1769472,10,8
452984832,10,9
452984832,10,11
28311552,10,12
452984832,10,13
28311552,10,14
28311552,10,15
452984832,10,16
28311552,10,17
28311552,10,18
452984832,10,19
28311552,10,20
1769472,10,21
28311552,10,22
1769472,10,23
1769472,10,24
28311552,10,25
1769472,10,26
2359296,10,27
37748736,10,28
2359296,10,29
147456,10,30
2359296,10,31
147456,10,32
147456,10,33
2359296,10,34
147456,10,35
37748736,10,36
603979776,10,37
37748736,10,38
2359296,10,39
37748736,10,40
2359296,10,41
2359296,10,42
37748736,10,43
2359296,10,44
2359296,10,45
37748736,10,46
2359296,10,47
147456,10,48
2359296,10,49
147456,10,50
147456,10,51
2359296,10,52
147456,10,53
2359296,10,81
37748736,10,82
2359296,10,83
147456,10,84
2359296,10,85
147456,10,86
147456,10,87
2359296,10,88
147456,10,89
37748736,10,90
603979776,10,91
37748736,10,92
2359296,10,93
37748736,10,94
2359296,10,95
2359296,10,96
37748736,10,97
2359296,10,98
2359296,10,99
37748736,10,100
2359296,10,101
147456,10,102
2359296,10,103
147456,10,104
147456,10,105
2359296,10,106
147456,10,107
452984832,11,2
1769472,11,3
1769472,11,4
28311552,11,5
1769472,11,6
1769472,11,7
28311552,11,8
452984832,11,9
28311552,11,12
28311552,11,13
452984832,11,14
28311552,11,15
28311552,11,16
452984832,11,17
28311552,11,18
28311552,11,19
452984832,11,20
1769472,11,21
1769472,11,22
28311552,11,23
1769472,11,24
1769472,11,25
28311552,11,26
2359296,11,27
2359296,11,28
37748736,11,29
147456,11,30
147456,11,31
2359296,11,32
147456,11,33
147456,11,34
2359296,11,35
37748736,11,36
37748736,11,37
603979776,11,38
2359296,11,39
2359296,11,40
37748736,11,41
2359296,11,42
2359296,11,43
37748736,11,44
2359296,11,45
2359296,11,46
37748736,11,47
147456,11,48
147456,11,49
2359296,11,50
147456,11,51
147456,11,52
2359296,11,53
2359296,11,81
2359296,11,82
37748736,11,83
147456,11,84
147456,11,85
2359296,11,86
147456,11,87
147456,11,88
2359296,11,89
37748736,11,90
37748736,11,91
603979776,11,92
2359296,11,93
2359296,11,94
37748736,11,95
2359296,11,96
2359296,11,97
37748736,11,98
2359296,11,99
1769472,12,2
452984832,12,3
28311552,12,4
28311552,12,5
28311552,12,6
1769472,12,7
1769472,12,8
452984832,12,9
452984832,12,13
452984832,12,14
452984832,12,15
28311552,12,16
28311552,12,17
28311552,12,18
1769472,12,19
1769472,12,20
452984832,12,21
28311552,12,22
28311552,12,23
28311552,12,24
1769472,12,25
1769472,12,26
2359296,12,27
147456,12,28
147456,12,29
37748736,12,30
2359296,12,31
2359296,12,32
2359296,12,33
147456,12,34
147456,12,35
37748736,12,36
2359296,12,37
2359296,12,38
603979776,12,39
37748736,12,40
37748736,12,41
37748736,12,42
2359296,12,43
2359296,12,44
2359296,12,45
147456,12,46
147456,12,47
37748736,12,48
2359296,12,49
2359296,12,50
2359296,12,51
147456,12,52
147456,12,53
2359296,12,81
147456,12,82
147456,12,83
37748736,12,84
2359296,12,85
2359296,12,86
2359296,12,87
147456,12,88
147456,12,89
37748736,12,90
2359296,12,91
2359296,12,92
603979776,12,93
37748736,12,94
37748736,12,95
37748736,12,96
2359296,12,97
2359296,12,98
2359296,12,99
1769472,13,2
28311552,13,3
452984832,13,4
28311552,13,5
1769472,13,6
28311552,13,7
1769472,13,8
28311552,13,9
452984832,13,14
28311552,13,15
452984832,13,16
28311552,13,17
1769472,13,18
28311552,13,19
1769472,13,20
28311552,13,21
452984832,13,22
28311552,13,23
1769472,13,24
28311552,13,25
1769472,13,26
147456,13,27
2359296,13,28
147456,13,29
2359296,13,30
37748736,13,31
2359296,13,32
147456,13,33
2359296,13,34
147456,13,35
2359296,13,36
37748736,13,37
2359296,13,38
37748736,13,39
603979776,13,40
37748736,13,41
2359296,13,42
37748736,13,43
2359296,13,44
147456,13,45
2359296,13,46
147456,13,47
2359296,13,48
37748736,13,49
2359296,13,50
147456,13,51
2359296,13,52
147456,13,53
147456,13,81
2359296,13,82
147456,13,83
2359296,13,84
37748736,13,85
2359296,13,86
147456,13,87
2359296,13,88
147456,13,89
2359296,13,90
37748736,13,91
2359296,13,92
37748736,13,93
603979776,13,94
37748736,13,95
2359296,13,96
37748736,13,97
2359296,13,98
147456,13,99
28311552,14,2
28311552,14,3
28311552,14,4
452984832,14,5
1769472,14,6
1769472,14,7
28311552,14,8
28311552,14,9
28311552,14,15
28311552,14,16
452984832,14,17
1769472,14,18
1769472,14,19
28311552,14,20
28311552,14,21
28311552,14,22
452984832,14,23
1769472,14,24
1769472,14,25
